,i,Country_Region,Date,ConfirmedCases,Population Density (per sq. km),HDI,Testing By Date,Total Testing
11328,1095,Spain,2020-01-28,0,93.52905826,0.891,,30000
11329,1096,Spain,2020-01-29,0,93.52905826,0.891,,30000
11330,1097,Spain,2020-01-30,0,93.52905826,0.891,,30000
11331,1098,Spain,2020-01-31,0,93.52905826,0.891,,30000
11332,7844,Spain,2020-02-01,1,93.52905826,0.891,,30000
11333,7843,Spain,2020-02-02,1,93.52905826,0.891,,30000
11334,7842,Spain,2020-02-03,1,93.52905826,0.891,,30000
11335,7841,Spain,2020-02-04,1,93.52905826,0.891,,30000
11336,7840,Spain,2020-02-05,1,93.52905826,0.891,,30000
11337,7848,Spain,2020-02-06,1,93.52905826,0.891,,30000
11338,7859,Spain,2020-02-07,1,93.52905826,0.891,,30000
11339,7860,Spain,2020-02-08,1,93.52905826,0.891,,30000
11340,8244,Spain,2020-02-09,2,93.52905826,0.891,,30000
11341,8243,Spain,2020-02-10,2,93.52905826,0.891,,30000
11342,8242,Spain,2020-02-11,2,93.52905826,0.891,,30000
11343,8241,Spain,2020-02-12,2,93.52905826,0.891,,30000
11344,8240,Spain,2020-02-13,2,93.52905826,0.891,,30000
11345,8239,Spain,2020-02-14,2,93.52905826,0.891,,30000
11346,8207,Spain,2020-02-15,2,93.52905826,0.891,,30000
11347,8252,Spain,2020-02-16,2,93.52905826,0.891,,30000
11348,8186,Spain,2020-02-17,2,93.52905826,0.891,,30000
11349,8182,Spain,2020-02-18,2,93.52905826,0.891,,30000
11350,8185,Spain,2020-02-19,2,93.52905826,0.891,,30000
11351,8187,Spain,2020-02-20,2,93.52905826,0.891,,30000
11352,8196,Spain,2020-02-21,2,93.52905826,0.891,,30000
11353,8189,Spain,2020-02-22,2,93.52905826,0.891,,30000
11354,8203,Spain,2020-02-23,2,93.52905826,0.891,,30000
11355,8202,Spain,2020-02-24,2,93.52905826,0.891,,30000
11356,9109,Spain,2020-02-25,6,93.52905826,0.891,,30000
11357,9703,Spain,2020-02-26,13,93.52905826,0.891,,30000
11358,9839,Spain,2020-02-27,15,93.52905826,0.891,,30000
11359,10385,Spain,2020-02-28,32,93.52905826,0.891,,30000
11360,10617,Spain,2020-02-29,45,93.52905826,0.891,,30000
11361,11043,Spain,2020-03-01,84,93.52905826,0.891,,30000
11362,11300,Spain,2020-03-02,120,93.52905826,0.891,,30000
11363,11501,Spain,2020-03-03,165,93.52905826,0.891,,30000
11364,11692,Spain,2020-03-04,222,93.52905826,0.891,,30000
11365,11793,Spain,2020-03-05,259,93.52905826,0.891,,30000
11366,12038,Spain,2020-03-06,400,93.52905826,0.891,,30000
11367,12165,Spain,2020-03-07,500,93.52905826,0.891,,30000
11368,12303,Spain,2020-03-08,673,93.52905826,0.891,,30000
11369,12548,Spain,2020-03-09,1073,93.52905826,0.891,,30000
11370,12724,Spain,2020-03-10,1695,93.52905826,0.891,,30000
11371,12801,Spain,2020-03-11,2277,93.52905826,0.891,,30000
11372,12800,Spain,2020-03-12,2277,93.52905826,0.891,,30000
11373,12974,Spain,2020-03-13,5232,93.52905826,0.891,,30000
11374,13002,Spain,2020-03-14,6391,93.52905826,0.891,,30000
11375,13032,Spain,2020-03-15,7798,93.52905826,0.891,,30000
11376,13080,Spain,2020-03-16,9942,93.52905826,0.891,,30000
11377,13099,Spain,2020-03-17,11748,93.52905826,0.891,,30000
11378,13119,Spain,2020-03-18,13910,93.52905826,0.891,,30000
11379,13143,Spain,2020-03-19,17963,93.52905826,0.891,,30000
11380,13155,Spain,2020-03-20,20410,93.52905826,0.891,,30000
11381,13170,Spain,2020-03-21,25374,93.52905826,0.891,,30000
11382,13177,Spain,2020-03-22,28768,93.52905826,0.891,,30000
11383,13190,Spain,2020-03-23,35136,93.52905826,0.891,,30000
11384,13199,Spain,2020-03-24,39885,93.52905826,0.891,,30000
11385,13213,Spain,2020-03-25,49515,93.52905826,0.891,,30000
11386,13223,Spain,2020-03-26,57786,93.52905826,0.891,,30000
11387,13231,Spain,2020-03-27,65719,93.52905826,0.891,,30000
11388,13239,Spain,2020-03-28,73235,93.52905826,0.891,,30000
11389,13255,Spain,2020-03-29,80110,93.52905826,0.891,,30000
11390,13294,Spain,2020-03-30,87956,93.52905826,0.891,,30000
11391,13298,Spain,2020-03-31,95923,93.52905826,0.891,,30000
11392,13303,Spain,2020-04-01,104118,93.52905826,0.891,,30000
11393,13306,Spain,2020-04-02,112065,93.52905826,0.891,,30000
11394,13308,Spain,2020-04-03,119199,93.52905826,0.891,,30000
11395,13312,Spain,2020-04-04,126168,93.52905826,0.891,,30000
11396,1099,Sri Lanka,2020-01-22,0,345.558922,0.77,,
11397,1100,Sri Lanka,2020-01-23,0,345.558922,0.77,,
11398,1101,Sri Lanka,2020-01-24,0,345.558922,0.77,,
11399,1102,Sri Lanka,2020-01-25,0,345.558922,0.77,,
11400,1103,Sri Lanka,2020-01-26,0,345.558922,0.77,,
11401,7870,Sri Lanka,2020-01-27,1,345.558922,0.77,,
11402,7869,Sri Lanka,2020-01-28,1,345.558922,0.77,,
11403,7866,Sri Lanka,2020-01-29,1,345.558922,0.77,,
11404,7865,Sri Lanka,2020-01-30,1,345.558922,0.77,,
11405,7864,Sri Lanka,2020-01-31,1,345.558922,0.77,,
11406,7863,Sri Lanka,2020-02-01,1,345.558922,0.77,,
11407,7862,Sri Lanka,2020-02-02,1,345.558922,0.77,,
11408,7839,Sri Lanka,2020-02-03,1,345.558922,0.77,,
11409,7838,Sri Lanka,2020-02-04,1,345.558922,0.77,,
11410,7837,Sri Lanka,2020-02-05,1,345.558922,0.77,,
11411,7815,Sri Lanka,2020-02-06,1,345.558922,0.77,,
11412,7813,Sri Lanka,2020-02-07,1,345.558922,0.77,,
11413,7812,Sri Lanka,2020-02-08,1,345.558922,0.77,,
11414,7811,Sri Lanka,2020-02-09,1,345.558922,0.77,,
11415,7810,Sri Lanka,2020-02-10,1,345.558922,0.77,,
11416,7809,Sri Lanka,2020-02-11,1,345.558922,0.77,,
11417,7808,Sri Lanka,2020-02-12,1,345.558922,0.77,,
11418,7807,Sri Lanka,2020-02-13,1,345.558922,0.77,,
11419,7806,Sri Lanka,2020-02-14,1,345.558922,0.77,,
11420,7814,Sri Lanka,2020-02-15,1,345.558922,0.77,,
11421,7805,Sri Lanka,2020-02-16,1,345.558922,0.77,,
11422,7803,Sri Lanka,2020-02-17,1,345.558922,0.77,,
11423,7802,Sri Lanka,2020-02-18,1,345.558922,0.77,,
11424,7801,Sri Lanka,2020-02-19,1,345.558922,0.77,,
11425,7800,Sri Lanka,2020-02-20,1,345.558922,0.77,,
11426,7799,Sri Lanka,2020-02-21,1,345.558922,0.77,,
11427,7798,Sri Lanka,2020-02-22,1,345.558922,0.77,,
11428,7797,Sri Lanka,2020-02-23,1,345.558922,0.77,,
11429,7796,Sri Lanka,2020-02-24,1,345.558922,0.77,,
11430,7804,Sri Lanka,2020-02-25,1,345.558922,0.77,,
11431,7816,Sri Lanka,2020-02-26,1,345.558922,0.77,,
11432,7826,Sri Lanka,2020-02-27,1,345.558922,0.77,,
11433,7817,Sri Lanka,2020-02-28,1,345.558922,0.77,,
11434,7835,Sri Lanka,2020-02-29,1,345.558922,0.77,,
11435,7834,Sri Lanka,2020-03-01,1,345.558922,0.77,,
11436,7833,Sri Lanka,2020-03-02,1,345.558922,0.77,,
11437,7829,Sri Lanka,2020-03-03,1,345.558922,0.77,,
11438,7828,Sri Lanka,2020-03-04,1,345.558922,0.77,,
11439,7836,Sri Lanka,2020-03-05,1,345.558922,0.77,,
11440,7827,Sri Lanka,2020-03-06,1,345.558922,0.77,,
11441,7825,Sri Lanka,2020-03-07,1,345.558922,0.77,,
11442,7824,Sri Lanka,2020-03-08,1,345.558922,0.77,,
11443,7823,Sri Lanka,2020-03-09,1,345.558922,0.77,,
11444,7822,Sri Lanka,2020-03-10,1,345.558922,0.77,,
11445,8349,Sri Lanka,2020-03-11,2,345.558922,0.77,,
11446,8348,Sri Lanka,2020-03-12,2,345.558922,0.77,,
11447,9123,Sri Lanka,2020-03-13,6,345.558922,0.77,,
11448,9474,Sri Lanka,2020-03-14,10,345.558922,0.77,,
11449,9968,Sri Lanka,2020-03-15,18,345.558922,0.77,,
11450,10304,Sri Lanka,2020-03-16,28,345.558922,0.77,,
11451,10603,Sri Lanka,2020-03-17,44,345.558922,0.77,,
11452,10726,Sri Lanka,2020-03-18,51,345.558922,0.77,,
11453,10835,Sri Lanka,2020-03-19,60,345.558922,0.77,,
11454,10942,Sri Lanka,2020-03-20,73,345.558922,0.77,,
11455,10979,Sri Lanka,2020-03-21,77,345.558922,0.77,,
11456,11018,Sri Lanka,2020-03-22,82,345.558922,0.77,,
11457,11146,Sri Lanka,2020-03-23,97,345.558922,0.77,,
11458,11176,Sri Lanka,2020-03-24,102,345.558922,0.77,,
11459,11175,Sri Lanka,2020-03-25,102,345.558922,0.77,,
11460,11202,Sri Lanka,2020-03-26,106,345.558922,0.77,,
11461,11203,Sri Lanka,2020-03-27,106,345.558922,0.77,,
11462,11258,Sri Lanka,2020-03-28,113,345.558922,0.77,,
11463,11283,Sri Lanka,2020-03-29,117,345.558922,0.77,,
11464,11307,Sri Lanka,2020-03-30,122,345.558922,0.77,,
11465,11411,Sri Lanka,2020-03-31,143,345.558922,0.77,,
11466,11425,Sri Lanka,2020-04-01,146,345.558922,0.77,,
11467,11443,Sri Lanka,2020-04-02,151,345.558922,0.77,,
11468,11479,Sri Lanka,2020-04-03,159,345.558922,0.77,,
11469,11503,Sri Lanka,2020-04-04,166,345.558922,0.77,,
11470,1120,Sudan,2020-01-22,0,,0.502,,
11471,1107,Sudan,2020-01-23,0,,0.502,,
11472,1115,Sudan,2020-01-24,0,,0.502,,
11473,1430,Sudan,2020-01-25,0,,0.502,,
11474,1431,Sudan,2020-01-26,0,,0.502,,
11475,1432,Sudan,2020-01-27,0,,0.502,,
11476,1433,Sudan,2020-01-28,0,,0.502,,
11477,1434,Sudan,2020-01-29,0,,0.502,,
11478,1435,Sudan,2020-01-30,0,,0.502,,
11479,1436,Sudan,2020-01-31,0,,0.502,,
11480,1437,Sudan,2020-02-01,0,,0.502,,
11481,1438,Sudan,2020-02-02,0,,0.502,,
11482,1439,Sudan,2020-02-03,0,,0.502,,
11483,1440,Sudan,2020-02-04,0,,0.502,,
11484,1442,Sudan,2020-02-05,0,,0.502,,
11485,1474,Sudan,2020-02-06,0,,0.502,,
11486,1475,Sudan,2020-02-07,0,,0.502,,
11487,1476,Sudan,2020-02-08,0,,0.502,,
11488,1509,Sudan,2020-02-09,0,,0.502,,
11489,1496,Sudan,2020-02-10,0,,0.502,,
11490,1497,Sudan,2020-02-11,0,,0.502,,
11491,1498,Sudan,2020-02-12,0,,0.502,,
11492,1499,Sudan,2020-02-13,0,,0.502,,
11493,1500,Sudan,2020-02-14,0,,0.502,,
11494,1501,Sudan,2020-02-15,0,,0.502,,
11495,1502,Sudan,2020-02-16,0,,0.502,,
11496,1503,Sudan,2020-02-17,0,,0.502,,
11497,1504,Sudan,2020-02-18,0,,0.502,,
11498,1301,Sudan,2020-02-19,0,,0.502,,
11499,1302,Sudan,2020-02-20,0,,0.502,,
11500,1303,Sudan,2020-02-21,0,,0.502,,
11501,1304,Sudan,2020-02-22,0,,0.502,,
11502,1305,Sudan,2020-02-23,0,,0.502,,
11503,1306,Sudan,2020-02-24,0,,0.502,,
11504,1307,Sudan,2020-02-25,0,,0.502,,
11505,1308,Sudan,2020-02-26,0,,0.502,,
11506,1309,Sudan,2020-02-27,0,,0.502,,
11507,1310,Sudan,2020-02-28,0,,0.502,,
11508,1311,Sudan,2020-02-29,0,,0.502,,
11509,1312,Sudan,2020-03-01,0,,0.502,,
11510,1314,Sudan,2020-03-02,0,,0.502,,
11511,1347,Sudan,2020-03-03,0,,0.502,,
11512,1378,Sudan,2020-03-04,0,,0.502,,
11513,1348,Sudan,2020-03-05,0,,0.502,,
11514,1381,Sudan,2020-03-06,0,,0.502,,
11515,1382,Sudan,2020-03-07,0,,0.502,,
11516,1383,Sudan,2020-03-08,0,,0.502,,
11517,1384,Sudan,2020-03-09,0,,0.502,,
11518,1385,Sudan,2020-03-10,0,,0.502,,
11519,1386,Sudan,2020-03-11,0,,0.502,,
11520,1387,Sudan,2020-03-12,0,,0.502,,
11521,7726,Sudan,2020-03-13,1,,0.502,,
11522,7724,Sudan,2020-03-14,1,,0.502,,
11523,7723,Sudan,2020-03-15,1,,0.502,,
11524,7722,Sudan,2020-03-16,1,,0.502,,
11525,7721,Sudan,2020-03-17,1,,0.502,,
11526,8192,Sudan,2020-03-18,2,,0.502,,
11527,8193,Sudan,2020-03-19,2,,0.502,,
11528,8181,Sudan,2020-03-20,2,,0.502,,
11529,8264,Sudan,2020-03-21,2,,0.502,,
11530,8214,Sudan,2020-03-22,2,,0.502,,
11531,8215,Sudan,2020-03-23,2,,0.502,,
11532,8595,Sudan,2020-03-24,3,,0.502,,
11533,8594,Sudan,2020-03-25,3,,0.502,,
11534,8593,Sudan,2020-03-26,3,,0.502,,
11535,8609,Sudan,2020-03-27,3,,0.502,,
11536,8976,Sudan,2020-03-28,5,,0.502,,
11537,9036,Sudan,2020-03-29,6,,0.502,,
11538,9030,Sudan,2020-03-30,6,,0.502,,
11539,9185,Sudan,2020-03-31,7,,0.502,,
11540,9184,Sudan,2020-04-01,7,,0.502,,
11541,9354,Sudan,2020-04-02,8,,0.502,,
11542,9494,Sudan,2020-04-03,10,,0.502,,
11543,9484,Sudan,2020-04-04,10,,0.502,,
11544,6719,Suriname,2020-01-22,0,3.69225,0.72,,
11545,6721,Suriname,2020-01-23,0,3.69225,0.72,,
11546,6733,Suriname,2020-01-24,0,3.69225,0.72,,
11547,6722,Suriname,2020-01-25,0,3.69225,0.72,,
11548,6723,Suriname,2020-01-26,0,3.69225,0.72,,
11549,6724,Suriname,2020-01-27,0,3.69225,0.72,,
11550,6778,Suriname,2020-01-28,0,3.69225,0.72,,
11551,6779,Suriname,2020-01-29,0,3.69225,0.72,,
11552,6780,Suriname,2020-01-30,0,3.69225,0.72,,
11553,6781,Suriname,2020-01-31,0,3.69225,0.72,,
11554,6782,Suriname,2020-02-01,0,3.69225,0.72,,
11555,6783,Suriname,2020-02-02,0,3.69225,0.72,,
11556,6784,Suriname,2020-02-03,0,3.69225,0.72,,
11557,6785,Suriname,2020-02-04,0,3.69225,0.72,,
11558,6786,Suriname,2020-02-05,0,3.69225,0.72,,
11559,6787,Suriname,2020-02-06,0,3.69225,0.72,,
11560,6788,Suriname,2020-02-07,0,3.69225,0.72,,
11561,6651,Suriname,2020-02-08,0,3.69225,0.72,,
11562,6652,Suriname,2020-02-09,0,3.69225,0.72,,
11563,6681,Suriname,2020-02-10,0,3.69225,0.72,,
11564,6682,Suriname,2020-02-11,0,3.69225,0.72,,
11565,6683,Suriname,2020-02-12,0,3.69225,0.72,,
11566,6684,Suriname,2020-02-13,0,3.69225,0.72,,
11567,6685,Suriname,2020-02-14,0,3.69225,0.72,,
11568,6686,Suriname,2020-02-15,0,3.69225,0.72,,
11569,6687,Suriname,2020-02-16,0,3.69225,0.72,,
11570,6688,Suriname,2020-02-17,0,3.69225,0.72,,
11571,6689,Suriname,2020-02-18,0,3.69225,0.72,,
11572,6690,Suriname,2020-02-19,0,3.69225,0.72,,
11573,6691,Suriname,2020-02-20,0,3.69225,0.72,,
11574,6693,Suriname,2020-02-21,0,3.69225,0.72,,
11575,6705,Suriname,2020-02-22,0,3.69225,0.72,,
11576,6694,Suriname,2020-02-23,0,3.69225,0.72,,
11577,6695,Suriname,2020-02-24,0,3.69225,0.72,,
11578,6696,Suriname,2020-02-25,0,3.69225,0.72,,
11579,6697,Suriname,2020-02-26,0,3.69225,0.72,,
11580,6698,Suriname,2020-02-27,0,3.69225,0.72,,
11581,6699,Suriname,2020-02-28,0,3.69225,0.72,,
11582,6700,Suriname,2020-02-29,0,3.69225,0.72,,
11583,6701,Suriname,2020-03-01,0,3.69225,0.72,,
11584,6702,Suriname,2020-03-02,0,3.69225,0.72,,
11585,6703,Suriname,2020-03-03,0,3.69225,0.72,,
11586,6704,Suriname,2020-03-04,0,3.69225,0.72,,
11587,6680,Suriname,2020-03-05,0,3.69225,0.72,,
11588,6692,Suriname,2020-03-06,0,3.69225,0.72,,
11589,6679,Suriname,2020-03-07,0,3.69225,0.72,,
11590,6664,Suriname,2020-03-08,0,3.69225,0.72,,
11591,6676,Suriname,2020-03-09,0,3.69225,0.72,,
11592,6762,Suriname,2020-03-10,0,3.69225,0.72,,
11593,6818,Suriname,2020-03-11,0,3.69225,0.72,,
11594,6819,Suriname,2020-03-12,0,3.69225,0.72,,
11595,6820,Suriname,2020-03-13,0,3.69225,0.72,,
11596,7702,Suriname,2020-03-14,1,3.69225,0.72,,
11597,7684,Suriname,2020-03-15,1,3.69225,0.72,,
11598,7693,Suriname,2020-03-16,1,3.69225,0.72,,
11599,7683,Suriname,2020-03-17,1,3.69225,0.72,,
11600,7671,Suriname,2020-03-18,1,3.69225,0.72,,
11601,7897,Suriname,2020-03-19,1,3.69225,0.72,,
11602,8870,Suriname,2020-03-20,4,3.69225,0.72,,
11603,8882,Suriname,2020-03-21,4,3.69225,0.72,,
11604,8897,Suriname,2020-03-22,5,3.69225,0.72,,
11605,8956,Suriname,2020-03-23,5,3.69225,0.72,,
11606,9191,Suriname,2020-03-24,7,3.69225,0.72,,
11607,9269,Suriname,2020-03-25,8,3.69225,0.72,,
11608,9265,Suriname,2020-03-26,8,3.69225,0.72,,
11609,9271,Suriname,2020-03-27,8,3.69225,0.72,,
11610,9364,Suriname,2020-03-28,8,3.69225,0.72,,
11611,9361,Suriname,2020-03-29,8,3.69225,0.72,,
11612,9362,Suriname,2020-03-30,8,3.69225,0.72,,
11613,9401,Suriname,2020-03-31,9,3.69225,0.72,,
11614,9538,Suriname,2020-04-01,10,3.69225,0.72,,
11615,9530,Suriname,2020-04-02,10,3.69225,0.72,,
11616,9532,Suriname,2020-04-03,10,3.69225,0.72,,
11617,9525,Suriname,2020-04-04,10,3.69225,0.72,,
11618,6961,Sweden,2020-01-22,0,25.00104343,0.933,,14300
11619,6962,Sweden,2020-01-23,0,25.00104343,0.933,,14300
11620,6963,Sweden,2020-01-24,0,25.00104343,0.933,,14300
11621,6964,Sweden,2020-01-25,0,25.00104343,0.933,,14300
11622,6965,Sweden,2020-01-26,0,25.00104343,0.933,,14300
11623,6966,Sweden,2020-01-27,0,25.00104343,0.933,,14300
11624,6967,Sweden,2020-01-28,0,25.00104343,0.933,,14300
11625,6968,Sweden,2020-01-29,0,25.00104343,0.933,,14300
11626,6969,Sweden,2020-01-30,0,25.00104343,0.933,,14300
11627,7470,Sweden,2020-01-31,1,25.00104343,0.933,,14300
11628,7471,Sweden,2020-02-01,1,25.00104343,0.933,,14300
11629,7472,Sweden,2020-02-02,1,25.00104343,0.933,,14300
11630,7473,Sweden,2020-02-03,1,25.00104343,0.933,,14300
11631,7474,Sweden,2020-02-04,1,25.00104343,0.933,,14300
11632,7475,Sweden,2020-02-05,1,25.00104343,0.933,,14300
11633,7464,Sweden,2020-02-06,1,25.00104343,0.933,,14300
11634,7435,Sweden,2020-02-07,1,25.00104343,0.933,,14300
11635,7454,Sweden,2020-02-08,1,25.00104343,0.933,,14300
11636,7456,Sweden,2020-02-09,1,25.00104343,0.933,,14300
11637,7469,Sweden,2020-02-10,1,25.00104343,0.933,,14300
11638,7468,Sweden,2020-02-11,1,25.00104343,0.933,,14300
11639,7467,Sweden,2020-02-12,1,25.00104343,0.933,,14300
11640,7466,Sweden,2020-02-13,1,25.00104343,0.933,,14300
11641,7432,Sweden,2020-02-14,1,25.00104343,0.933,,14300
11642,7425,Sweden,2020-02-15,1,25.00104343,0.933,,14300
11643,7429,Sweden,2020-02-16,1,25.00104343,0.933,,14300
11644,7428,Sweden,2020-02-17,1,25.00104343,0.933,,14300
11645,7427,Sweden,2020-02-18,1,25.00104343,0.933,,14300
11646,7426,Sweden,2020-02-19,1,25.00104343,0.933,,14300
11647,7431,Sweden,2020-02-20,1,25.00104343,0.933,,14300
11648,7424,Sweden,2020-02-21,1,25.00104343,0.933,,14300
11649,7573,Sweden,2020-02-22,1,25.00104343,0.933,,14300
11650,7572,Sweden,2020-02-23,1,25.00104343,0.933,,14300
11651,7571,Sweden,2020-02-24,1,25.00104343,0.933,,14300
11652,7570,Sweden,2020-02-25,1,25.00104343,0.933,,14300
11653,8429,Sweden,2020-02-26,2,25.00104343,0.933,,14300
11654,9213,Sweden,2020-02-27,7,25.00104343,0.933,,14300
11655,9260,Sweden,2020-02-28,7,25.00104343,0.933,,14300
11656,9671,Sweden,2020-02-29,12,25.00104343,0.933,,14300
11657,9782,Sweden,2020-03-01,14,25.00104343,0.933,,14300
11658,9802,Sweden,2020-03-02,15,25.00104343,0.933,,14300
11659,10116,Sweden,2020-03-03,21,25.00104343,0.933,,14300
11660,10445,Sweden,2020-03-04,35,25.00104343,0.933,,14300
11661,11128,Sweden,2020-03-05,94,25.00104343,0.933,,14300
11662,11171,Sweden,2020-03-06,101,25.00104343,0.933,,14300
11663,11482,Sweden,2020-03-07,161,25.00104343,0.933,,14300
11664,11635,Sweden,2020-03-08,203,25.00104343,0.933,,14300
11665,11768,Sweden,2020-03-09,248,25.00104343,0.933,,14300
11666,11974,Sweden,2020-03-10,355,25.00104343,0.933,,14300
11667,12164,Sweden,2020-03-11,500,25.00104343,0.933,,14300
11668,12250,Sweden,2020-03-12,599,25.00104343,0.933,,14300
11669,12430,Sweden,2020-03-13,814,25.00104343,0.933,,14300
11670,12495,Sweden,2020-03-14,961,25.00104343,0.933,,14300
11671,12522,Sweden,2020-03-15,1022,25.00104343,0.933,,14300
11672,12558,Sweden,2020-03-16,1103,25.00104343,0.933,,14300
11673,12591,Sweden,2020-03-17,1190,25.00104343,0.933,,14300
11674,12618,Sweden,2020-03-18,1279,25.00104343,0.933,,14300
11675,12663,Sweden,2020-03-19,1439,25.00104343,0.933,,14300
11676,12713,Sweden,2020-03-20,1639,25.00104343,0.933,,14300
11677,12731,Sweden,2020-03-21,1763,25.00104343,0.933,,14300
11678,12757,Sweden,2020-03-22,1934,25.00104343,0.933,,14300
11679,12773,Sweden,2020-03-23,2046,25.00104343,0.933,,14300
11680,12803,Sweden,2020-03-24,2286,25.00104343,0.933,,14300
11681,12829,Sweden,2020-03-25,2526,25.00104343,0.933,,14300
11682,12861,Sweden,2020-03-26,2840,25.00104343,0.933,,14300
11683,12877,Sweden,2020-03-27,3069,25.00104343,0.933,,14300
11684,12900,Sweden,2020-03-28,3447,25.00104343,0.933,,14300
11685,12918,Sweden,2020-03-29,3700,25.00104343,0.933,,14300
11686,12931,Sweden,2020-03-30,4028,25.00104343,0.933,,14300
11687,12947,Sweden,2020-03-31,4435,25.00104343,0.933,,14300
11688,12968,Sweden,2020-04-01,4947,25.00104343,0.933,,14300
11689,12984,Sweden,2020-04-02,5568,25.00104343,0.933,,14300
11690,12998,Sweden,2020-04-03,6131,25.00104343,0.933,,14300
11691,13005,Sweden,2020-04-04,6443,25.00104343,0.933,,14300
11692,6992,Switzerland,2020-01-22,0,215.5213784,0.944,,4000
11693,6993,Switzerland,2020-01-23,0,215.5213784,0.944,,4000
11694,6994,Switzerland,2020-01-24,0,215.5213784,0.944,,4000
11695,6831,Switzerland,2020-01-25,0,215.5213784,0.944,,4000
11696,6833,Switzerland,2020-01-26,0,215.5213784,0.944,,4000
11697,6845,Switzerland,2020-01-27,0,215.5213784,0.944,,4000
11698,6834,Switzerland,2020-01-28,0,215.5213784,0.944,,4000
11699,6835,Switzerland,2020-01-29,0,215.5213784,0.944,,4000
11700,6836,Switzerland,2020-01-30,0,215.5213784,0.944,,4000
11701,6837,Switzerland,2020-01-31,0,215.5213784,0.944,,4000
11702,6838,Switzerland,2020-02-01,0,215.5213784,0.944,,4000
11703,6839,Switzerland,2020-02-02,0,215.5213784,0.944,,4000
11704,6840,Switzerland,2020-02-03,0,215.5213784,0.944,,4000
11705,6841,Switzerland,2020-02-04,0,215.5213784,0.944,,4000
11706,6898,Switzerland,2020-02-05,0,215.5213784,0.944,,4000
11707,6899,Switzerland,2020-02-06,0,215.5213784,0.944,,4000
11708,6900,Switzerland,2020-02-07,0,215.5213784,0.944,,4000
11709,6597,Switzerland,2020-02-08,0,215.5213784,0.944,,4000
11710,6930,Switzerland,2020-02-09,0,215.5213784,0.944,,4000
11711,6596,Switzerland,2020-02-10,0,215.5213784,0.944,,4000
11712,6483,Switzerland,2020-02-11,0,215.5213784,0.944,,4000
11713,6290,Switzerland,2020-02-12,0,215.5213784,0.944,,4000
11714,6291,Switzerland,2020-02-13,0,215.5213784,0.944,,4000
11715,6292,Switzerland,2020-02-14,0,215.5213784,0.944,,4000
11716,6293,Switzerland,2020-02-15,0,215.5213784,0.944,,4000
11717,6294,Switzerland,2020-02-16,0,215.5213784,0.944,,4000
11718,6295,Switzerland,2020-02-17,0,215.5213784,0.944,,4000
11719,6296,Switzerland,2020-02-18,0,215.5213784,0.944,,4000
11720,6297,Switzerland,2020-02-19,0,215.5213784,0.944,,4000
11721,6298,Switzerland,2020-02-20,0,215.5213784,0.944,,4000
11722,6299,Switzerland,2020-02-21,0,215.5213784,0.944,,4000
11723,6300,Switzerland,2020-02-22,0,215.5213784,0.944,,4000
11724,6302,Switzerland,2020-02-23,0,215.5213784,0.944,,4000
11725,6314,Switzerland,2020-02-24,0,215.5213784,0.944,,4000
11726,7518,Switzerland,2020-02-25,1,215.5213784,0.944,,4000
11727,7517,Switzerland,2020-02-26,1,215.5213784,0.944,,4000
11728,9343,Switzerland,2020-02-27,8,215.5213784,0.944,,4000
11729,9344,Switzerland,2020-02-28,8,215.5213784,0.944,,4000
11730,9995,Switzerland,2020-02-29,18,215.5213784,0.944,,4000
11731,10276,Switzerland,2020-03-01,27,215.5213784,0.944,,4000
11732,10570,Switzerland,2020-03-02,42,215.5213784,0.944,,4000
11733,10787,Switzerland,2020-03-03,56,215.5213784,0.944,,4000
11734,11089,Switzerland,2020-03-04,90,215.5213784,0.944,,4000
11735,11263,Switzerland,2020-03-05,114,215.5213784,0.944,,4000
11736,11670,Switzerland,2020-03-06,214,215.5213784,0.944,,4000
11737,11819,Switzerland,2020-03-07,268,215.5213784,0.944,,4000
11738,11950,Switzerland,2020-03-08,337,215.5213784,0.944,,4000
11739,12000,Switzerland,2020-03-09,374,215.5213784,0.944,,4000
11740,12152,Switzerland,2020-03-10,491,215.5213784,0.944,,4000
11741,12285,Switzerland,2020-03-11,652,215.5213784,0.944,,4000
11742,12286,Switzerland,2020-03-12,652,215.5213784,0.944,,4000
11743,12573,Switzerland,2020-03-13,1139,215.5213784,0.944,,4000
11744,12641,Switzerland,2020-03-14,1359,215.5213784,0.944,,4000
11745,12795,Switzerland,2020-03-15,2200,215.5213784,0.944,,4000
11746,12793,Switzerland,2020-03-16,2200,215.5213784,0.944,,4000
11747,12846,Switzerland,2020-03-17,2700,215.5213784,0.944,,4000
11748,12873,Switzerland,2020-03-18,3028,215.5213784,0.944,,4000
11749,12933,Switzerland,2020-03-19,4075,215.5213784,0.944,,4000
11750,12976,Switzerland,2020-03-20,5294,215.5213784,0.944,,4000
11751,13007,Switzerland,2020-03-21,6575,215.5213784,0.944,,4000
11752,13025,Switzerland,2020-03-22,7474,215.5213784,0.944,,4000
11753,13052,Switzerland,2020-03-23,8795,215.5213784,0.944,,4000
11754,13077,Switzerland,2020-03-24,9877,215.5213784,0.944,,4000
11755,13092,Switzerland,2020-03-25,10897,215.5213784,0.944,,4000
11756,13101,Switzerland,2020-03-26,11811,215.5213784,0.944,,4000
11757,13114,Switzerland,2020-03-27,12928,215.5213784,0.944,,4000
